"Program","Year","Period","Geo.Level","State","State.ANSI","Commodity","Type","Operation_Measure","Domain","Category_Type","Details","Value","CV...."
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"43.9"
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",40,"94.1"
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",40,"94.1"
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"43.9"
"CENSUS",2019,"YEAR","STATE","KENTUCKY",21,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",40,"94.1"
"CENSUS",2019,"YEAR","STATE","LOUISIANA",22,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"30.4"
"CENSUS",2019,"YEAR","STATE","LOUISIANA",22,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"30.4"
"CENSUS",2019,"YEAR","STATE","LOUISIANA",22,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"30.4"
"CENSUS",2019,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"36.7"
"CENSUS",2019,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"15.7"
"CENSUS",2019,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"15.7"
"CENSUS",2019,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",168,"33.3"
"CENSUS",2019,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",168,"33.4"
"CENSUS",2019,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"15.7"
"CENSUS",2019,"YEAR","STATE","MAINE",23,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",168,"33.8"
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"36.7"
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,"15.7"
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,"15.7"
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",158,"33.3"
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",158,"33.4"
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,"15.7"
"CENSUS",2019,"YEAR","STATE","MARYLAND",24,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"(H)"
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,"36.7"
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,"15.7"
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,"15.7"
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",485,"33.3"
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",485,"33.4"
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",14,"15.7"
"CENSUS",2019,"YEAR","STATE","MASSACHUSETTS",25,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",485,"33.8"
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",11,"61.3"
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",30,"24.6"
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",30,"24.6"
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",435,"56.2"
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",435,"56.2"
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",30,"24.6"
"CENSUS",2019,"YEAR","STATE","MICHIGAN",26,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",435,"56.2"
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,"37.8"
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,"37.8"
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",73,"47.9"
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",73,"47.9"
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,"37.8"
"CENSUS",2019,"YEAR","STATE","MINNESOTA",27,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",73,"47.9"
"CENSUS",2019,"YEAR","STATE","MISSOURI",29,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"24.6"
"CENSUS",2019,"YEAR","STATE","MISSOURI",29,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"24.6"
"CENSUS",2019,"YEAR","STATE","MISSOURI",29,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"24.6"
"CENSUS",2019,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"47.2"
"CENSUS",2019,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"47.2"
"CENSUS",2019,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",39,"52.1"
"CENSUS",2019,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",39,"52.1"
"CENSUS",2019,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"47.2"
"CENSUS",2019,"YEAR","STATE","MONTANA",30,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",39,"52.1"
"CENSUS",2019,"YEAR","STATE","NEBRASKA",31,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"69.8"
"CENSUS",2019,"YEAR","STATE","NEBRASKA",31,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"69.8"
"CENSUS",2019,"YEAR","STATE","NEBRASKA",31,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"69.8"
"CENSUS",2019,"YEAR","STATE","NEVADA",32,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"47.2"
"CENSUS",2019,"YEAR","STATE","NEVADA",32,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"47.2"
"CENSUS",2019,"YEAR","STATE","NEVADA",32,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"47.2"
"CENSUS",2019,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"36.7"
"CENSUS",2019,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"15.7"
"CENSUS",2019,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"15.7"
"CENSUS",2019,"YEAR","STATE","NEW HAMPSHIRE",33,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"15.7"
"CENSUS",2019,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"36.7"
"CENSUS",2019,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",10,"15.7"
"CENSUS",2019,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",10,"15.7"
"CENSUS",2019,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",208,"33.3"
"CENSUS",2019,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",208,"33.4"
"CENSUS",2019,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",10,"15.7"
"CENSUS",2019,"YEAR","STATE","NEW JERSEY",34,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",208,"33.8"
"CENSUS",2019,"YEAR","STATE","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"47.2"
"CENSUS",2019,"YEAR","STATE","NEW MEXICO",35,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"47.2"
"CENSUS",2019,"YEAR","STATE","NEW MEXICO",35,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"47.2"
"CENSUS",2019,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",41,"40.9"
"CENSUS",2019,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",36,"27.3"
"CENSUS",2019,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",36,"27.3"
"CENSUS",2019,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",34,"28.7"
"CENSUS",2019,"YEAR","STATE","NEW YORK",36,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"95.0"
"CENSUS",2019,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"94.6"
"CENSUS",2019,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"43.9"
"CENSUS",2019,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"43.9"
"CENSUS",2019,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",300,"94.1"
"CENSUS",2019,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",300,"94.1"
"CENSUS",2019,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",7,"43.9"
"CENSUS",2019,"YEAR","STATE","NORTH CAROLINA",37,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",300,"94.1"
"CENSUS",2019,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",9,"66.3"
"CENSUS",2019,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",17,"50.7"
"CENSUS",2019,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",17,"50.7"
"CENSUS",2019,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",315,"56.9"
"CENSUS",2019,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",315,"56.9"
"CENSUS",2019,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",17,"50.7"
"CENSUS",2019,"YEAR","STATE","OHIO",39,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",315,"56.9"
"CENSUS",2019,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",10,"(H)"
"CENSUS",2019,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"95.2"
"CENSUS",2019,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"95.2"
"CENSUS",2019,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",880,"(H)"
"CENSUS",2019,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",880,"(H)"
"CENSUS",2019,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",4,"95.2"
"CENSUS",2019,"YEAR","STATE","OKLAHOMA",40,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",880,"(H)"
"CENSUS",2019,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",197,"(H)"
"CENSUS",2019,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",21,"42.5"
"CENSUS",2019,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",21,"42.5"
"CENSUS",2019,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",19,"39.8"
"CENSUS",2019,"YEAR","STATE","OREGON",41,"STRAWBERRIES","ORGANIC, PROCESSING","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",3,"(H)"
"CENSUS",2019,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",6,"43.1"
"CENSUS",2019,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",16,"49.0"
"CENSUS",2019,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",16,"49.0"
"CENSUS",2019,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",341,"38.4"
"CENSUS",2019,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",341,"38.4"
"CENSUS",2019,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",16,"49.0"
"CENSUS",2019,"YEAR","STATE","PENNSYLVANIA",42,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",341,"38.4"
"CENSUS",2019,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"15.7"
"CENSUS",2019,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"15.7"
"CENSUS",2019,"YEAR","STATE","RHODE ISLAND",44,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",2,"15.7"
"CENSUS",2019,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",13,"79.0"
"CENSUS",2019,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"30.4"
"CENSUS",2019,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"30.4"
"CENSUS",2019,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","PRODUCTION, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",332,"76.3"
"CENSUS",2019,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",332,"76.3"
"CENSUS",2019,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",8,"30.4"
"CENSUS",2019,"YEAR","STATE","SOUTH CAROLINA",45,"STRAWBERRIES","ORGANIC, FRESH MARKET","SALES, MEASURED IN CWT","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",332,"76.3"
"CENSUS",2019,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","OPERATIONS WITH AREA HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"69.8"
"CENSUS",2019,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"69.8"
"CENSUS",2019,"YEAR","STATE","SOUTH DAKOTA",46,"STRAWBERRIES","ORGANIC, FRESH MARKET","OPERATIONS WITH SALES","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",1,"69.8"
"CENSUS",2019,"YEAR","STATE","TENNESSEE",47,"STRAWBERRIES","ORGANIC","ACRES HARVESTED","ORGANIC STATUS","ORGANIC STATUS","(NOP USDA CERTIFIED)",5,"94.6"
